סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
1145 ,אלומה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,1703 ,305 ,683 ,537 ,66 ,51 ,61
1146 ,עלומים ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,555 ,63 ,129 ,192 ,50 ,30 ,91
1147 ,נטועה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,363 ,29 ,75 ,120 ,38 ,38 ,63
1148 ,צור נתן ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,309 ,10 ,56 ,81 ,70 ,21 ,71
1149 ,עזר ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,735 ,35 ,127 ,260 ,78 ,110 ,125
1150 ,צופר ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,559 ,49 ,126 ,204 ,43 ,51 ,86
1151 ,פארן ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,671 ,50 ,170 ,221 ,71 ,57 ,102
1152 ,אשלים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,783 ,50 ,227 ,269 ,108 ,50 ,79
1153 ,כישור ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,152 ,2 ,3 ,29 ,47 ,36 ,35
1154 ,מיטל ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,88 ,16 ,38 ,29 ,3 ,2 ,0
1155 ,מגן שאול ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,837 ,57 ,257 ,256 ,125 ,41 ,101
1156 ,סמר ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,284 ,12 ,29 ,120 ,34 ,41 ,48
1157 ,אחווה ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,183 ,6 ,7 ,35 ,11 ,17 ,107
1158 ,יהל ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,402 ,28 ,107 ,119 ,44 ,38 ,66
1160 ,שכניה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,828 ,40 ,173 ,269 ,113 ,116 ,117
1161 ,רהט ,62 ,באר שבע ,62 ,באר שבע ,0 , ,83596 ,13747 ,25985 ,33094 ,5706 ,2864 ,2200
1162 ,בית רימון ,23 ,עפולה ,23 ,עפולה ,3 ,הגליל התחתון ,1334 ,190 ,538 ,458 ,78 ,25 ,45
1163 ,מורן ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,535 ,42 ,115 ,170 ,79 ,42 ,87
1165 ,שילת ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,854 ,62 ,210 ,278 ,120 ,74 ,110
1166 ,כפר רות ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,281 ,35 ,69 ,75 ,27 ,7 ,68
1167 ,קיסריה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,7756 ,379 ,1411 ,2321 ,997 ,1007 ,1641
1169 ,הוואשלה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2213 ,49 ,872 ,1001 ,146 ,81 ,64
1170 ,סייד )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1807 ,45 ,822 ,760 ,67 ,47 ,66
1171 ,לוטם ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,833 ,48 ,232 ,258 ,132 ,82 ,81
1172 ,תובל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,508 ,29 ,108 ,187 ,50 ,67 ,67
1173 ,לפידות ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,142 ,6 ,14 ,49 ,16 ,4 ,53
1174 ,מנוף ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,923 ,21 ,222 ,279 ,152 ,106 ,143
1175 ,עידן ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,561 ,42 ,128 ,200 ,83 ,37 ,71
1176 ,ספיר ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,610 ,54 ,150 ,197 ,83 ,66 ,60
1177 ,טללים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,683 ,45 ,192 ,256 ,114 ,55 ,21
1178 ,מורשת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1877 ,171 ,517 ,681 ,204 ,168 ,136
1179 ,קורנית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,997 ,41 ,257 ,313 ,140 ,110 ,136
1180 ,צביה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,337 ,16 ,53 ,92 ,38 ,44 ,94
1181 ,טל-אל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1442 ,71 ,345 ,477 ,208 ,161 ,180
1182 ,אלון הגליל ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1245 ,81 ,285 ,422 ,140 ,137 ,180
1183 ,כליל ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1102 ,90 ,292 ,384 ,151 ,95 ,90
1184 ,מתת ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,253 ,15 ,46 ,100 ,28 ,22 ,42
1185 ,פלך ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,248 ,26 ,87 ,90 ,32 ,6 ,7
1186 ,הושעיה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2153 ,168 ,539 ,745 ,261 ,198 ,242
1187 ,עיר אובות ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,66 ,7 ,23 ,21 ,6 ,3 ,6
1188 ,אשחר ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1150 ,95 ,364 ,399 ,161 ,85 ,46
1190 ,מצפה נטופה ,23 ,עפולה ,23 ,עפולה ,3 ,הגליל התחתון ,1221 ,144 ,374 ,409 ,91 ,93 ,110
1191 ,בר יוחאי ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,1247 ,123 ,362 ,485 ,135 ,92 ,50
1192 ,ערערה-בנגב ,62 ,באר שבע ,62 ,באר שבע ,0 , ,22540 ,3814 ,7408 ,8831 ,1358 ,611 ,518
1195 ,ניצנה )קהילת חינוך( ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,312 ,12 ,34 ,219 ,34 ,7 ,6
1196 ,מחנה יתיר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,340 ,59 ,169 ,98 ,11 ,0 ,3
1197 ,נאות סמדר ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,249 ,15 ,44 ,84 ,35 ,14 ,57
1198 ,כרמים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,548 ,61 ,195 ,185 ,56 ,34 ,17
1199 ,עדי ,24 ,עכו ,24 ,עכו ,9 ,עמק יזרעאל ,1952 ,96 ,393 ,622 ,267 ,273 ,301
1200 ,מודיעין-מכבים-רעות ,43 ,רמלה ,43 ,רמלה ,0 , ,111604 ,7595 ,25306 ,37888 ,16145 ,11029 ,13641
1201 ,כמון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,882 ,61 ,195 ,299 ,114 ,96 ,117
1202 ,מכמנים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,675 ,38 ,191 ,226 ,81 ,55 ,84
1203 ,הררית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,748 ,34 ,242 ,202 ,148 ,45 ,77
1204 ,גילון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1277 ,75 ,263 ,432 ,164 ,173 ,170
1205 ,מנות ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,627 ,43 ,153 ,232 ,74 ,62 ,63
1206 ,גיתה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,297 ,7 ,55 ,102 ,41 ,33 ,59
1207 ,לבון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,938 ,30 ,236 ,331 ,186 ,77 ,78
1208 ,הילה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,611 ,22 ,79 ,236 ,75 ,102 ,97
1209 ,חרשים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,403 ,47 ,90 ,136 ,45 ,28 ,57
1210 ,כחל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,582 ,57 ,141 ,183 ,63 ,33 ,105
1211 ,קדרים ,22 ,כנרת ,22 ,טבריה ,1 ,הגליל העליון ,404 ,51 ,100 ,148 ,23 ,54 ,28
1212 ,עמוקה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,197 ,15 ,27 ,59 ,16 ,9 ,71
1213 ,צבעון ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,478 ,37 ,162 ,165 ,76 ,21 ,17
1214 ,טפחות ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,459 ,61 ,128 ,175 ,35 ,21 ,39
1219 ,גורנות הגליל ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,350 ,20 ,81 ,139 ,33 ,29 ,48
1220 ,אבירים ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,362 ,36 ,81 ,142 ,29 ,23 ,51
1221 ,צורית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1022 ,70 ,204 ,357 ,108 ,129 ,154
1222 ,מצפה אבי"ב ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1156 ,70 ,322 ,370 ,179 ,111 ,104
1223 ,שדי אברהם ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,394 ,24 ,88 ,139 ,59 ,43 ,41
1224 ,כוכב יאיר-צור יגאל ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,10415 ,514 ,2134 ,3150 ,1268 ,1305 ,2044
1225 ,רביד ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,126 ,23 ,19 ,58 ,15 ,10 ,1
1226 ,יובלים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1377 ,63 ,267 ,423 ,200 ,139 ,285
1227 ,יתד ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,666 ,60 ,193 ,227 ,91 ,37 ,58
1228 ,רקפת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1084 ,54 ,240 ,373 ,157 ,133 ,127
1229 ,כלנית ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,303 ,38 ,83 ,112 ,9 ,14 ,47
1230 ,לבנים ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,599 ,53 ,139 ,214 ,58 ,54 ,81
1231 ,פרי גן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,260 ,13 ,65 ,84 ,43 ,18 ,37
1232 ,יבול ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,399 ,24 ,124 ,124 ,68 ,6 ,53
1233 ,שקף ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,629 ,75 ,210 ,222 ,51 ,23 ,48
1234 ,קבועה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1456 ,38 ,491 ,686 ,123 ,56 ,62
1235 ,שורשים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,756 ,38 ,188 ,251 ,113 ,67 ,99
1236 ,נירית ,42 ,פתח תקווה ,349 ,ראש העין ,20 ,דרום השרון ,1081 ,61 ,140 ,347 ,104 ,168 ,261
1237 ,תלמי יוסף ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,376 ,13 ,74 ,123 ,56 ,30 ,80
1238 ,סופה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,275 ,23 ,41 ,118 ,18 ,44 ,31
1239 ,חולית ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,218 ,12 ,48 ,99 ,25 ,20 ,14
1240 ,עין הבשור ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1177 ,42 ,280 ,385 ,233 ,102 ,135
1241 ,דקל ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,440 ,22 ,116 ,126 ,76 ,31 ,69
1242 ,נתיב העשרה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1172 ,69 ,245 ,413 ,217 ,94 ,134
1243 ,קציר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,3180 ,147 ,703 ,1042 ,452 ,414 ,422
1244 ,תמרת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1813 ,203 ,362 ,534 ,166 ,128 ,420
1245 ,סלמה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,4054 ,446 ,948 ,1747 ,457 ,240 ,216
1246 ,עראמשה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1730 ,143 ,416 ,676 ,221 ,128 ,146
1247 ,חריש ,32 ,חדרה ,32 ,חדרה ,0 , ,42217 ,6982 ,12766 ,15049 ,3419 ,1644 ,2357
1248 ,אליפז ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,213 ,9 ,62 ,68 ,35 ,29 ,10
1249 ,הרדוף ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,745 ,80 ,150 ,280 ,78 ,88 ,69
1251 ,עין תמר ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,237 ,15 ,47 ,85 ,26 ,18 ,46
1252 ,כורזים ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,528 ,55 ,78 ,192 ,38 ,44 ,121
1253 ,אמנון ,22 ,כנרת ,22 ,טבריה ,55 ,מבואות החרמון ,559 ,61 ,125 ,173 ,56 ,41 ,103
1254 ,נטף ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,610 ,80 ,134 ,218 ,44 ,25 ,109
1255 ,לוטן ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,272 ,16 ,54 ,100 ,33 ,43 ,26
1256 ,אשרת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,663 ,48 ,136 ,212 ,86 ,53 ,128
1257 ,חנתון ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1015 ,61 ,320 ,313 ,190 ,61 ,70
1258 ,מסד ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,546 ,68 ,133 ,187 ,45 ,57 ,56
1259 ,נווה שלום ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,441 ,42 ,94 ,165 ,37 ,42 ,61
1260 ,רתמים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,924 ,129 ,430 ,320 ,35 ,3 ,7
1261 ,הר עמשא ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,288 ,35 ,100 ,100 ,17 ,18 ,18
1262 ,צוקים ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,446 ,32 ,129 ,122 ,102 ,37 ,24
1263 ,כפר ורדים ,24 ,עכו ,24 ,עכו ,0 , ,6304 ,274 ,1202 ,1908 ,879 ,693 ,1348
1264 ,כרמי יוסף ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,2039 ,168 ,420 ,585 ,223 ,167 ,476
1265 ,שומריה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,895 ,120 ,359 ,293 ,56 ,31 ,36
1266 ,שחרות ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,183 ,12 ,21 ,75 ,22 ,32 ,21
1267 ,שיטים ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,5 ,1 ,0 ,3 ,1 ,0 ,0
1268 ,מיתר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,12748 ,770 ,3587 ,4147 ,1839 ,1012 ,1393
1271 ,להבים ,62 ,באר שבע ,62 ,באר שבע ,0 , ,7898 ,510 ,1644 ,2482 ,897 ,831 ,1534
1272 ,חלוץ ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,657 ,26 ,138 ,240 ,82 ,106 ,65
1274 ,גן נר ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2774 ,139 ,468 ,1089 ,325 ,381 ,372
1275 ,אבטליון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,502 ,17 ,147 ,151 ,96 ,65 ,26
1276 ,אשבל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,151 ,22 ,44 ,52 ,33 ,0 ,0
1278 ,באר מילכה ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,245 ,19 ,89 ,77 ,39 ,18 ,3
1279 ,נווה חריף ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,112 ,8 ,20 ,48 ,12 ,14 ,10
1280 ,ניצני סיני ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,398 ,46 ,84 ,166 ,35 ,32 ,35
1282 ,מירב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,917 ,104 ,338 ,316 ,78 ,67 ,14
1283 ,תל תאומים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,692 ,90 ,204 ,261 ,33 ,39 ,65
1284 ,נופית ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,2575 ,89 ,468 ,863 ,386 ,353 ,416
1285 ,כרכום ,22 ,כנרת ,21 ,צפת ,55 ,מבואות החרמון ,483 ,18 ,67 ,169 ,30 ,99 ,100
1286 ,שגב-שלום ,62 ,באר שבע ,62 ,באר שבע ,0 , ,14333 ,2383 ,4542 ,5619 ,968 ,457 ,364
1287 ,שני ,62 ,באר שבע ,62 ,באר שבע ,78 ,הר חברון ,545 ,31 ,146 ,172 ,82 ,43 ,71
1288 ,גבעת אלה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2094 ,117 ,433 ,623 ,274 ,160 ,487
1290 ,זמר ,41 ,השרון ,41 ,נתניה ,0 , ,8348 ,811 ,2013 ,3386 ,838 ,619 ,681
1291 ,כמהין ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,269 ,19 ,81 ,89 ,46 ,25 ,9
1292 ,ג'דיידה-מכר ,24 ,עכו ,24 ,עכו ,0 , ,22053 ,1694 ,4346 ,9421 ,2688 ,2100 ,1804
1293 ,גבעת אבני ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,2320 ,147 ,443 ,795 ,272 ,293 ,370
1294 ,אור הגנוז ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,691 ,105 ,218 ,225 ,73 ,53 ,17
1295 ,יאנוח-ג'ת ,24 ,עכו ,24 ,עכו ,0 , ,7232 ,556 ,1533 ,3140 ,911 ,542 ,550
1296 ,כסרא-סמיע ,24 ,עכו ,24 ,עכו ,0 , ,9927 ,978 ,2323 ,4323 ,1070 ,655 ,578
1297 ,כפר חנניה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,803 ,77 ,186 ,277 ,97 ,84 ,82
1298 ,אתגר ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,33 ,0 ,0 ,8 ,2 ,3 ,20
1303 ,חורה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,23346 ,4259 ,7906 ,8592 ,1419 ,646 ,524
1304 ,שוהם ,43 ,רמלה ,43 ,רמלה ,0 , ,25042 ,1811 ,4882 ,8903 ,3066 ,3276 ,3104
1309 ,אלעד ,42 ,פתח תקווה ,349 ,ראש העין ,0 , ,51340 ,7180 ,17930 ,18637 ,4651 ,1550 ,1392
1310 ,לפיד ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,2241 ,109 ,362 ,819 ,247 ,420 ,284
1311 ,אבשלום ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,470 ,27 ,85 ,155 ,69 ,54 ,80
1313 ,פוריה עילית ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1516 ,99 ,337 ,533 ,181 ,133 ,233
1314 ,נווה זיו ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,1070 ,62 ,265 ,383 ,174 ,116 ,70
1315 ,מתן ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,3430 ,160 ,656 ,1222 ,432 ,617 ,343
1316 ,אל-עריאן ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,202 ,28 ,33 ,93 ,18 ,18 ,12
1317 ,דמיידה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,622 ,74 ,155 ,234 ,63 ,55 ,41
1318 ,מבואות ים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,79 ,7 ,24 ,31 ,11 ,3 ,3
1319 ,בת חפר ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,5595 ,264 ,1036 ,2075 ,824 ,894 ,502
1320 ,עין חוד ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,336 ,37 ,74 ,143 ,31 ,28 ,23
1321 ,ח'ואלד ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,794 ,80 ,201 ,302 ,103 ,60 ,48
1322 ,הודיות ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,63 ,15 ,18 ,25 ,3 ,1 ,1
1323 ,בת הדר ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,676 ,30 ,151 ,231 ,94 ,75 ,95
1324 ,ארסוף ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,260 ,19 ,60 ,71 ,44 ,26 ,40
1325 ,כפר זוהרים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,41 ,9 ,12 ,20 ,0 ,0 ,0
1326 ,בסמ"ה ,32 ,חדרה ,32 ,חדרה ,0 , ,12585 ,1389 ,3141 ,5244 ,1286 ,798 ,727
1327 ,מעלה עירון ,32 ,חדרה ,23 ,עפולה ,0 , ,16848 ,1707 ,3784 ,7032 ,1870 ,1339 ,1116
1330 ,אחוזת ברק ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2700 ,140 ,643 ,939 ,409 ,301 ,268
1331 ,כמאנה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1763 ,175 ,388 ,765 ,199 ,128 ,108
1332 ,חוסנייה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1009 ,116 ,233 ,437 ,102 ,59 ,62
1333 ,נוף איילון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,2150 ,168 ,413 ,814 ,171 ,302 ,282
1334 ,ראס אל-עין ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,450 ,48 ,104 ,207 ,35 ,32 ,24
1335 ,ערב אל נעים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,959 ,113 ,199 ,494 ,85 ,46 ,22
1336 ,אירוס ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,1134 ,61 ,335 ,366 ,211 ,99 ,62
1337 ,שמשית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2453 ,68 ,395 ,976 ,369 ,499 ,146
1338 ,כדיתה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,214 ,21 ,47 ,80 ,24 ,19 ,23
1339 ,אל-עזי ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,173 ,14 ,47 ,62 ,11 ,22 ,17
1340 ,מרחב עם ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,689 ,71 ,311 ,220 ,59 ,19 ,9
1342 ,אבו קרינאת )יישוב( ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,1823 ,352 ,507 ,761 ,129 ,39 ,35
1343 ,מכחול ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1650 ,328 ,498 ,612 ,103 ,53 ,56
1344 ,גבעות בר ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1327 ,62 ,476 ,424 ,252 ,73 ,40
1345 ,צור יצחק ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,7871 ,729 ,2617 ,2380 ,1215 ,333 ,597
1346 ,תראבין א-צאנע)ישוב( ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1503 ,264 ,472 ,581 ,109 ,35 ,42
1347 ,קצר א-סר ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,3323 ,621 ,1045 ,1261 ,224 ,92 ,80
1348 ,ביר הדאג' ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,3744 ,767 ,1272 ,1277 ,221 ,121 ,86
1349 ,דריג'את ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1186 ,160 ,312 ,525 ,94 ,52 ,43
1358 ,אום בטין ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,5596 ,1054 ,1719 ,2222 ,312 ,160 ,129
1359 ,אל סייד ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,4847 ,941 ,1420 ,1934 ,287 ,156 ,109
1360 ,סעוה ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,3032 ,627 ,942 ,1093 ,233 ,85 ,52
1361 ,בת חן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,549 ,36 ,89 ,141 ,64 ,42 ,177
1362 ,גבעות עדן ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1095 ,247 ,406 ,388 ,43 ,6 ,5
1363 ,בני נצרים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1022 ,171 ,411 ,349 ,53 ,23 ,15
1364 ,שלומית ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,618 ,128 ,288 ,190 ,10 ,2 ,0
1365 ,אליאב ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,919 ,103 ,403 ,265 ,131 ,10 ,7
1366 ,נווה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1258 ,249 ,496 ,405 ,71 ,22 ,15
1367 ,כחלה ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,530 ,81 ,157 ,207 ,30 ,23 ,32
1368 ,בני דקלים ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,2016 ,247 ,868 ,660 ,132 ,55 ,54
1369 ,נטע ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,1049 ,152 ,440 ,376 ,60 ,20 ,1
1370 ,מצפה אילן ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,879 ,88 ,372 ,294 ,120 ,4 ,1
